kappa,length_um,split_ratio
0.01,30.79396984924623,0.09186712222004463
0.01,31.04020100502513,0.09329448515023553
0.01,31.286432160804022,0.09473171144718644
0.01,31.532663316582916,0.09617876625548087
0.01,31.77889447236181,0.09763561448134281
0.01,32.02512562814071,0.09910222079348731
0.01,32.2713567839196,0.10057854962397796
0.01,32.517587939698494,0.1020645651690889
0.01,32.76381909547739,0.10356023139017355
0.01,33.01005025125628,0.10506551201453843
0.01,33.256281407035175,0.1065803705363228
0.01,33.50251256281407,0.10810477021738407
0.01,33.74874371859297,0.10963867408818884
0.01,33.99497487437186,0.11118204494870922
0.01,34.24120603015076,0.11273484536932535
0.01,34.48743718592965,0.1142970376917329
0.01,34.733668341708544,0.11586858402985634
0.01,34.97989949748744,0.11744944627076796
0.01,35.22613065326633,0.11903958607561196
0.01,35.472361809045225,0.12063896488053438
0.01,35.718592964824126,0.12224754389761822
0.01,35.96482412060302,0.12386528411582415
0.01,36.21105527638191,0.12549214630193686
0.01,36.45728643216081,0.12712809100151598
0.01,36.7035175879397,0.12877307853985356
0.01,36.949748743718594,0.13042706902293583
0.01,37.19597989949749,0.1320900223384108
0.01,37.44221105527638,0.13376189815656114
0.01,37.688442211055275,0.1354426559312822
0.01,37.934673366834176,0.1371322549010654
0.01,38.18090452261307,0.13883065408998646
0.01,38.42713567839196,0.14053781230869963
0.01,38.67336683417086,0.14225368815543626
0.01,38.91959798994975,0.14397824001700896
0.01,39.165829145728644,0.14571142606982088
0.01,39.41206030150754,0.1474532042808799
0.01,39.65829145728643,0.149203532408818
0.01,39.90452261306533,0.1509623680049159
0.01,40.150753768844226,0.15272966841413205
0.01,40.39698492462312,0.15450539077613773
0.01,40.64321608040201,0.15628949202635598
0.01,40.88944723618091,0.15808192889700634
0.01,41.1356783919598,0.15988265791815384
0.01,41.381909547738694,0.16169163541876347
0.01,41.62814070351759,0.1635088175277594
0.01,41.87437185929648,0.16533416017508834
0.01,42.12060301507538,0.16716761909278915
0.01,42.366834170854275,0.16900914981606582
0.01,42.61306532663317,0.170858707684366
0.01,42.85929648241206,0.17271624784246417
0.01,43.10552763819096,0.17458172524154933
0.01,43.35175879396985,0.17645509464031772
0.01,43.597989949748744,0.1783363106060698
0.01,43.84422110552764,0.18022532751581205
0.01,44.09045226130654,0.18212209955736383
0.01,44.33668341708543,0.18402658073046763
0.01,44.582914572864325,0.18593872484790555
0.01,44.82914572864322,0.1878584855366189
0.01,45.07537688442211,0.18978581623883278
0.01,45.321608040201006,0.1917206702131855
0.01,45.5678391959799,0.19366300053586205
0.01,45.814070351758794,0.19561276010173181
0.01,46.06030150753769,0.19756990162549143
0.01,46.30653266331659,0.19953437764281126
0.01,46.55276381909548,0.20150614051148627
0.01,46.798994974874375,0.20348514241259197
0.01,47.04522613065327,0.2054713353516438
0.01,47.29145728643216,0.20746467115976105
0.01,47.537688442211056,0.20946510149483516
0.01,47.78391959798995,0.21147257784270204
0.01,48.030150753768844,0.2134870515183188
0.01,48.27638190954774,0.21550847366694406
0.01,48.52261306532664,0.21753679526532327
0.01,48.76884422110553,0.2195719671228771
0.01,49.015075376884425,0.2216139398828949
0.01,49.26130653266332,0.22366266402373136
0.01,49.50753768844221,0.22571808986000771
0.01,49.753768844221106,0.22778016754381633
0.01,50.0,0.22984884706593015
0.011794871794871795,1.0,0.0001391125494116807
0.011794871794871795,1.2462311557788945,0.00021604905913698926
0.011794871794871795,1.492462311557789,0.00030984774155457044
0.011794871794871795,1.7386934673366834,0.0004205054319978151
0.011794871794871795,1.984924623115578,0.0005480183969953256
0.011794871794871795,2.2311557788944727,0.0006923823343968785
0.011794871794871795,2.477386934673367,0.0008535923735185736
0.011794871794871795,2.7236180904522613,0.0010316430753071683
0.011794871794871795,2.969849246231156,0.0012265284325235827
0.011794871794871795,3.2160804020100504,0.0014382418699455785
0.011794871794871795,3.462311557788945,0.001666776244589599
0.011794871794871795,3.7085427135678395,0.0019121238459517687
0.011794871794871795,3.9547738693467336,0.002174276396268032
0.011794871794871795,4.201005025125628,0.002453225050793442
0.011794871794871795,4.447236180904523,0.002748960398100569
0.011794871794871795,4.693467336683417,0.003061472460397032
0.011794871794871795,4.939698492462312,0.0033907506938621406
0.011794871794871795,5.185929648241206,0.0037367839890026307
0.011794871794871795,5.432160804020101,0.004099560671027486
0.011794871794871795,5.678391959798995,0.0044790685002418385
0.011794871794871795,5.92462311557789,0.004875294672459913
0.011794871794871795,6.170854271356784,0.005288225819437033
0.011794871794871795,6.417085427135679,0.005717848009320652
0.011794871794871795,6.6633165829145735,0.006164146747120394
0.011794871794871795,6.909547738693467,0.0066271069751971026
